nm,ABB,ABH,AMB,AMH,APB,APH,ARB,ARH,BlackConstructPaper,BlackDuctTape,BlackElecTape,BlackFelt,BlackFoamBoard,BlackVelcro,CBB,CBH,CMB,CMH,CPB,CPH,DryEraseCardBoard,Flock55,Flock65,FractalBlack,IMN,IPN,IPNThin,IRN,IRNThin,MetalVelvet,PermMarkCardBoard,RhodesLP,Rustoleum,SMN,Soric,SPN,SprayPaint,SRN,SRS05,Valspar,P09,P06,P19,P21,F07,T01-1,T01-2
1650,34.41840715,24.34615245,64.31548586,20.98832642,74.02281198,31.52942941,65.95004308,18.17397629,79.62493881,4.351218085,4.292846466,3.163646978,72.79240182,41.74747325,29.20433196,26.73439819,60.24252,21.2448657,71.79394766,31.41698614,7.865596621,24.7841843,16.1222998,1.8231235,3.924406805,4.401502745,5.923120707,3.987244393,6.356549398,1.494108662,55.82559078,1.397247073,6.41940978,3.431375465,2.414448324,3.755994978,5.625347585,3.23386691,9.97496,6.540948394,4.245283019,3.624817883,4.094757011,3.303083087,3.992896909,3.752234595,3.389842165
1649,34.4187387,24.3496666,64.32284265,20.99082958,73.99742328,31.52031762,65.96273154,18.17737357,79.65405491,4.352145785,4.299250412,3.168339895,72.74714626,42.11606776,29.20340852,26.71691096,60.23282373,21.24114171,71.81936747,31.40025068,7.862176777,24.81166858,16.0990054,1.823604972,3.924530661,4.382855584,5.928679806,3.969777409,6.363362284,1.494814941,55.81912084,1.390659319,6.424538169,3.42167677,2.414938061,3.737881179,5.617284122,3.229054647,9.96998,6.54203283,4.245283019,3.627379115,4.093973175,3.303866922,3.993280215,3.752077737,3.389432075
1648,34.39858922,24.33921559,64.26836426,20.99045295,73.93099286,31.48242743,65.92814767,18.17584381,79.57458237,4.347063518,4.296548025,3.17110593,72.61331884,42.46866715,29.18244351,26.68925523,60.19573911,21.22317401,71.78914792,31.37092099,7.84732833,24.81964761,16.06566362,1.81146918,3.917531873,4.376724588,5.934612848,3.955472311,6.365133153,1.492519507,55.76341984,1.384649624,6.42629907,3.409154812,2.41316058,3.724577898,5.615580205,3.224706867,9.95716,6.530051837,4.121495327,3.634377234,4.101097179,3.305642633,3.997407087,3.756565125,3.394754127
1647,34.42596285,24.32642926,64.31294182,20.98207852,73.98675023,31.43733989,65.98063071,18.17260351,79.51130278,4.341602774,4.291704201,3.167153497,72.46289032,42.8234439,29.21209778,26.69459232,60.24623293,21.23340971,71.86265653,31.37044976,7.83776948,24.81816091,16.03699475,1.800413922,3.904115014,4.371939254,5.945284855,3.944162812,6.368007668,1.496771532,55.6848221,1.38644689,6.431914059,3.398902781,2.413263042,3.719852588,5.610893677,3.226724736,9.95438,6.518199523,4.160377358,3.635961428,4.106019688,3.305514418,4.000864304,3.758111505,3.392682417
1646,34.47144361,24.3286924,64.38289042,20.97692887,74.05550067,31.40745367,66.04109528,18.17820038,79.43355419,4.332160507,4.285840323,3.169327423,72.30794742,43.15431303,29.24860679,26.72027521,60.33256919,21.25192269,71.96272052,31.38270407,7.829250957,24.83410805,16.01525967,1.793790592,3.892604446,4.368275022,5.948930393,3.938136706,6.382059231,1.503715535,55.59022579,1.382950816,6.432277594,3.392530497,2.411489554,3.716971142,5.595835911,3.227519316,9.95758,6.502499289,4.245283019,3.641545678,4.110026155,3.305754141,4.00230614,3.76221833,3.388799287
1645,34.51524483,24.31783423,64.44155829,20.98499885,74.14996055,31.38951716,66.10654936,18.17881469,79.35263569,4.323918996,4.282196873,3.158846998,72.15277846,43.49254054,29.28907052,26.74803594,60.42274582,21.27959466,72.04963198,31.40381582,7.817876011,24.83839899,15.9897156,1.79229836,3.880493555,4.370058258,5.960556918,3.935902893,6.388641609,1.501338415,55.51009489,1.378573649,6.43200169,3.400857025,2.409610547,3.71822081,5.576332513,3.234415692,9.96491,6.498579348,4.245283019,3.648506757,4.109599791,3.300549307,4.00471018,3.761663678,3.382820316
1644,34.19860222,24.03925751,63.82777288,20.74640191,73.45357331,31.02263842,65.47112469,17.97884264,79.32845937,4.323343984,4.288070609,3.158100866,72.04783489,43.86947127,29.0105218,26.49098927,59.85683322,21.08252956,71.38778824,31.08230377,7.821248421,24.58151802,15.78160485,1.771444234,3.842186939,4.315906431,5.902750049,3.894864511,6.329216473,1.486440736,55.46792335,1.362794558,6.425640825,3.368555507,2.38650333,3.675858957,5.569768621,3.201073938,9.96059,6.492975856,4.114150943,3.612075476,4.064291943,3.256400419,3.962399077,3.72582327,3.340188382
1643,34.60524268,24.33319785,64.58699966,21.00648815,74.33788641,31.38555196,66.25676575,18.20784826,79.22274595,4.322687889,4.290311562,3.14494008,71.86227502,44.21126525,29.36889152,26.80220544,60.55971386,21.33045077,72.26651556,31.43416651,7.802713247,24.89635644,15.94261977,1.795752219,3.883801415,4.35979526,5.969208786,3.94111496,6.413083518,1.50515958,55.34829652,1.38138426,6.411594077,3.41257553,2.415183907,3.716512884,5.559300906,3.240839874,9.95443,6.492918456,4.245283019,3.645896404,4.11332112,3.28735933,4.007974635,3.773146227,3.382385531
1642,34.17456672,24.08613347,63.7762511,20.80372712,73.3924524,31.05841581,65.44744025,18.03701439,79.21414751,4.327111485,4.295598973,3.141326152,71.76747291,44.56639924,29.00016858,26.45864395,59.80749807,21.05921306,71.38639361,31.02080834,7.802932326,24.66480672,15.75953212,1.783211646,3.832490877,4.300824396,5.893274518,3.889380437,6.339459387,1.478709417,55.3130068,1.374209215,6.40531083,3.367184427,2.392820202,3.666609189,5.564231717,3.196779734,9.95132,6.49244616,4.075700935,3.59987241,4.068748909,3.246457861,3.963923077,3.739114007,3.355686683
1641,34.51333345,24.35947786,64.41287996,21.04117649,74.12973896,31.40610319,66.11495892,18.24433147,79.20077412,4.332822503,4.287174452,3.143866328,71.69857228,44.89677155,29.29306515,26.72140671,60.42487448,21.26688819,72.11811189,31.31142191,7.797260128,24.9595928,15.90400362,1.814857834,3.871093731,4.340972106,5.956862993,3.922539879,6.40640116,1.493719537,55.29148898,1.39098812,6.398692535,3.395312428,2.420619259,3.703855967,5.568554071,3.230137132,9.94585,6.485322188,4.245283019,3.640791636,4.114195914,3.285227868,4.012799538,3.784617705,3.408686035
1640,34.08656184,24.09146688,63.65202525,20.81009365,73.22320751,31.06151162,65.32036851,18.04800384,79.14905461,4.335089584,4.27397853,3.148345802,71.59284555,45.1796658,28.94922423,26.39084847,59.68243922,21.00155075,71.25248401,30.91557407,7.792388788,24.7017061,15.70839567,1.79786999,3.829953631,4.285113624,5.897855105,3.867366928,6.335862946,1.47516728,55.2352597,1.379267649,6.395292967,3.345328469,2.386547575,3.656008143,5.572362178,3.191407,9.9335,6.475647815,4.198113208,3.598590974,4.065528086,3.25226697,3.968698835,3.74313384,3.374975688
1639,34.06189027,24.081876,63.6032246,20.80275442,73.17883969,31.04656637,65.28123509,18.04411545,79.14560041,4.3361743,4.271021096,3.159140803,71.51181513,45.50625771,28.92748585,26.37393057,59.68296676,20.98119111,71.21020667,30.88272645,7.786874537,24.70286559,15.67661857,1.804192385,3.82919641,4.27757918,5.893094642,3.862212322,6.336887481,1.474090431,55.214473,1.379572016,6.390721257,3.328165457,2.387410685,3.649250033,5.570003291,3.183911722,9.9203,6.471361622,4.238095238,3.598495901,4.063415487,3.25291033,3.972326074,3.746804633,3.377376087
1638,34.09720804,24.07108419,63.6604898,20.80121678,73.25795136,31.03476935,65.35239707,18.03823259,79.08559659,4.330534437,4.263904011,3.165600802,71.43022608,45.81960875,28.96627342,26.39781439,59.75252254,21.0031516,71.299065,30.89856379,7.790182619,24.71260377,15.64736005,1.800281099,3.829391794,4.274090425,5.901181504,3.858105269,6.354455519,1.476465083,55.16256837,1.383759473,6.3937969,3.326440304,2.393324737,3.654264196,5.563963705,3.175870283,9.9153,6.463889965,4.198113208,3.606427702,4.063280294,3.255604127,3.982143201,3.740911823,3.38012042
1637,34.4948166,24.33659444,64.3818217,21.02934993,74.11121031,31.36256578,66.09898386,18.24090638,79.02585381,4.330440683,4.262085901,3.164246809,71.32153329,46.10970335,29.29502182,26.70920806,60.44709098,21.23911792,72.11002026,31.2400907,7.794318826,24.99153531,15.79936621,1.817261767,3.864459256,4.321490402,5.971714241,3.891453239,6.427136592,1.499917966,55.10580558,1.398961511,6.402275434,3.367661539,2.420967879,3.689002814,5.546003952,3.214292698,9.90681,6.45395224,4.245283019,3.65234516,4.107874016,3.295275591,4.030083888,3.7810173,3.418802824
1636,34.15480428,24.05015639,63.74405168,20.76993688,73.40112476,30.96576912,65.44350596,18.02778864,78.99013724,4.336087316,4.26349971,3.1641828,71.23867617,46.39517352,29.01726245,26.43383462,59.85995562,21.01781578,71.41064422,30.92330401,7.793601569,24.69358611,15.59458973,1.787507971,3.803335614,4.271239301,5.918710151,3.836679989,6.357766422,1.482729741,55.05740831,1.379317211,6.403140526,3.337702407,2.386992544,3.653439932,5.54599765,3.177967979,9.90677,6.442512264,4.198113208,3.61963398,4.061180179,3.260943793,3.985420687,3.743252443,3.377999893
1635,34.1916421,24.06932892,63.81839233,20.78359678,73.48592937,30.97919706,65.50938009,18.0477822,78.99731257,4.332581369,4.273454333,3.161223346,71.19596046,46.69508516,29.04916856,26.45764769,59.89652324,21.03560057,71.49591185,30.93267474,7.79552528,24.71529804,15.58776523,1.785527317,3.797231517,4.261986717,5.922852186,3.826473036,6.360074559,1.491807411,55.05620029,1.379863001,6.404640936,3.351016496,2.389013308,3.644321269,5.533175094,3.180341145,9.90479,6.456399025,4.198113208,3.623407671,4.062095221,3.256686504,3.991848561,3.750389458,3.372322381
1634,34.18302316,24.08932153,63.78500032,20.80800352,73.46816841,30.98515977,65.47180832,18.06659608,78.9711933,4.334504508,4.281842657,3.161318589,71.123007,46.99440967,29.02977342,26.44009149,59.87580724,21.01909723,71.48432336,30.89059334,7.789925672,24.73602224,15.57499774,1.782553717,3.782919094,4.248676557,5.921045202,3.813708391,6.353838658,1.493057262,55.05474009,1.376433328,6.402886447,3.351402288,2.374279087,3.636667729,5.538021804,3.173692484,9.8969,6.456278172,4.198113208,3.635779139,4.074914661,3.260866521,3.994461092,3.759026766,3.373095414
1633,34.18436967,24.10861136,63.79358967,20.82165844,73.47507615,30.98974691,65.48382989,18.08684051,78.95009392,4.329165728,4.290284382,3.156625581,71.05388121,47.28513291,29.03246705,26.43056745,59.86558883,21.01572155,71.52079203,30.86468766,7.783644418,24.75083477,15.55371833,1.78058384,3.770321164,4.238552678,5.918270938,3.806588899,6.351027166,1.494041576,55.03492366,1.376713342,6.412113477,3.347118346,2.36933081,3.633474081,5.541992015,3.17867017,9.89249,6.464368084,4.198113208,3.634297335,4.080043802,3.264502847,3.994196731,3.762807746,3.376731339
1632,34.1843675,24.13249441,63.77603395,20.83501015,73.43245118,31.0075584,65.47595099,18.1076905,78.88631762,4.320825364,4.286080946,3.150896484,70.93035412,47.5085058,29.02200618,26.41245075,59.84309373,20.99443925,71.52832727,30.82931531,7.774712384,24.77536184,15.5408275,1.786002304,3.770540927,4.224616544,5.915285057,3.800028871,6.354225113,1.487851051,54.97374252,1.374601904,6.407227171,3.329145743,2.366891777,3.623268403,5.542034824,3.171005534,9.88856,6.458701751,4.198113208,3.628269706,4.086320589,3.259066994,3.993755446,3.762926149,3.38350053
1631,34.17602817,24.13536546,63.77258594,20.84028724,73.44527128,31.00267887,65.46957315,18.11756965,78.84168062,4.313077206,4.279114223,3.145773995,70.81903651,47.73567969,29.02355734,26.40312208,59.86873111,20.99338288,71.53244729,30.81472723,7.764425685,24.77744092,15.52641287,1.789015207,3.766620975,4.211717798,5.916776545,3.797604439,6.348916647,1.481759264,54.93237767,1.377037615,6.407476574,3.325520314,2.36254394,3.615963882,5.542515036,3.170726224,9.89116,6.45140585,4.114150943,3.622021813,4.086320589,3.25672571,3.994440678,3.760479357,3.383627906
1630,34.21100405,24.13417947,63.83302392,20.83251455,73.5415646,31.00261913,65.52193425,18.12591756,78.76875935,4.310803327,4.274126092,3.143900263,70.70675756,47.93846771,29.0660127,26.42228715,59.94892046,21.01382012,71.60422629,30.82537762,7.759728548,24.79053531,15.50565815,1.794924714,3.773104659,4.206756774,5.927744776,3.798935954,6.358084282,1.480404077,54.86302273,1.381600549,6.39387087,3.322854264,2.367180686,3.610919015,5.533978062,3.168906089,9.88305,6.439366525,4.198113208,3.619125488,4.086192982,3.256307018,3.995689655,3.758369127,3.380019731
1629,34.24655479,24.15297192,63.90120134,20.84996149,73.65834038,31.01538754,65.58620243,18.15101156,78.66196411,4.309612588,4.269629821,3.143736151,70.55481916,48.14323735,29.1091367,26.43941809,60.03342871,21.03638128,71.69700303,30.84170075,7.748010564,24.81898897,15.49091481,1.794654497,3.77166756,4.196858625,5.940907654,3.795978306,6.366636801,1.484418382,54.75280484,1.386954462,6.384619444,3.315338276,2.376019659,3.604491488,5.522521603,3.166730462,9.88249,6.441636179,4.153333333,3.616907999,4.087754386,3.255526316,3.994230397,3.759725838,3.373132682
1628,34.28524604,24.17167236,63.97154711,20.86034976,73.77825357,31.01394373,65.67043045,18.16457383,78.50078326,4.307366886,4.265047699,3.132513983,70.36481582,48.30783609,29.13981472,26.45774526,60.13035037,21.05741122,71.78689452,30.86133548,7.750034145,24.8324199,15.47119313,1.800087262,3.765414849,4.192319494,5.955246488,3.799136907,6.378432698,1.483971456,54.63137902,1.392979968,6.377872986,3.318443019,2.38200999,3.604206102,5.514611344,3.173379877,9.88677,6.43518041,4.198113208,3.620355146,4.090518376,3.251337602,3.989803618,3.755784751,3.366154265
1627,34.28725733,24.18866255,63.98309154,20.87555388,73.79661229,31.01029208,65.67282707,18.18022748,78.26643824,4.302891729,4.25143932,3.130831246,70.11935595,48.41499633,29.13523956,26.46056934,60.16041755,21.05434865,71.80609531,30.85125061,7.743523156,24.84487345,15.44610921,1.802005667,3.752638314,4.188172409,5.954472734,3.793986487,6.379493085,1.494767187,54.46944142,1.399358448,6.372885081,3.316848001,2.391030003,3.601593789,5.496942781,3.174187967,9.8907,6.417777124,4.114150943,3.635878457,4.094,3.250842105,3.993247557,3.75443639,3.362576157
1626,34.2883899,24.21367978,63.9938704,20.91148402,73.81328115,31.02624702,65.66474404,18.20794687,79.11485162,4.360861166,4.300337484,3.174397766,70.8298941,49.16045153,29.129581,26.45011019,60.15749412,21.05650116,71.80356098,30.83255115,7.847568952,24.8724253,15.43267111,1.805917588,3.74128828,4.176945572,5.96971173,3.781265349,6.376576698,1.495395887,55.06309787,1.400635787,6.456632142,3.315596542,2.389895582,3.597158797,5.568057721,3.176538183,9.88477,6.496813686,4.238095238,3.64191619,4.095077652,3.250916908,3.995865608,3.755869383,3.361289034
1625,34.30437678,24.21368004,64.02593305,20.91650214,73.84992223,31.0081035,65.69380906,18.21177773,78.81388531,4.354565185,4.284038392,3.163102492,70.51574342,49.18162088,29.12963606,26.45324872,60.17831025,21.05788592,71.82995606,30.83017357,7.827369056,24.87026687,15.39943372,1.803228441,3.731287729,4.177632198,5.964884025,3.769323579,6.385170004,1.492330435,54.86791314,1.402265427,6.434919861,3.313149719,2.386631763,3.597989885,5.556631037,3.183449503,9.87485,6.470926036,4.198113208,3.647375737,4.102825801,3.246020184,4.000775044,3.767258237,3.36446741
1624,34.30773138,24.19747062,64.02742616,20.90962946,73.87273183,30.98853828,65.69341041,18.20564575,78.64890634,4.349872471,4.285486389,3.163998083,70.3343649,49.28251843,29.13498028,26.4501492,60.19446571,21.06387157,71.83613409,30.80910435,7.821007559,24.85125601,15.36618915,1.797457435,3.727125171,4.171995694,5.965539075,3.760161686,6.389940746,1.487291977,54.74846269,1.404387802,6.426764156,3.310836802,2.380069089,3.598381749,5.554537726,3.186079326,9.86928,6.45339228,4.198113208,3.65455157,4.10546875,3.24609375,4.009358937,3.770764129,3.37458153
1623,34.32050432,24.18157622,64.03632897,20.90109801,73.91238019,30.95421746,65.71089216,18.20386685,78.52044177,4.340687689,4.294832482,3.168246242,70.17271726,49.38600285,29.14480515,26.45954142,60.20284612,21.06676909,71.85857553,30.7935162,7.813464057,24.8414615,15.33097419,1.791401631,3.719774058,4.16552027,5.960166873,3.757668145,6.39006936,1.485285128,54.65894378,1.395254071,6.436806545,3.309914944,2.376394377,3.590911177,5.546820568,3.190945549,9.86914,6.435990683,4.198113208,3.6525399,4.105226634,3.248374912,4.01355603,3.765199399,3.380058242
1622,34.33228606,24.1703251,64.06051277,20.88994639,73.95233899,30.92826828,65.72773881,18.20389721,78.48520415,4.344768408,4.301873607,3.169948077,70.08367661,49.53063815,29.16449846,26.46490753,60.21969883,21.07177727,71.88664484,30.78989411,7.811603427,24.83175269,15.29900221,1.782525039,3.718773237,4.164698672,5.95977814,3.752145538,6.389477488,1.481265492,54.61796715,1.384190547,6.44658584,3.309608648,2.373382416,3.589813887,5.54779875,3.195362484,9.86439,6.429869484,4.198113208,3.651290564,4.099868132,3.248597802,4.015758812,3.76480198,3.387351879
1621,34.37126363,24.15705324,64.14057527,20.88432926,74.05642646,30.90311492,65.80262111,18.21142816,78.3932863,4.342418298,4.298818919,3.166607714,69.93208549,49.61756691,29.19712625,26.48854115,60.27764401,21.09558297,71.95950307,30.81123528,7.80371366,24.82547171,15.27690915,1.781831034,3.724418582,4.16390288,5.966499007,3.752493201,6.389088922,1.481710495,54.54911937,1.386113044,6.447477146,3.31665001,2.375362563,3.588280152,5.534644729,3.201321704,9.8595,6.424856664,4.198113208,3.647577613,4.09631616,3.25279585,4.020860445,3.764927025,3.387208479
1620,34.36179566,24.1562308,64.09647597,20.88383587,74.07532343,30.89675536,65.79415103,18.21507001,78.30138755,4.342933392,4.300163961,3.163602501,69.79966487,49.70246508,29.20276739,26.47030892,60.26742042,21.08624841,71.94725549,30.77813482,7.792938995,24.82696007,15.25091043,1.78184803,3.717314429,4.153898416,5.964979738,3.740263165,6.379013558,1.481879708,54.48489796,1.383930497,6.43954431,3.320277376,2.373481273,3.592110517,5.526261165,3.199289442,9.85641,6.414691302,4.238095238,3.652336993,4.100043983,3.255295567,4.023311335,3.767001271,3.384098673
1619,34.34186447,24.15509539,64.06822183,20.88114594,74.08843183,30.86627845,65.76174765,18.21731809,78.18084622,4.341134474,4.302294292,3.162345596,69.66375699,49.77692522,29.1963663,26.45057056,60.26178874,21.0775754,71.91993641,30.74885867,7.789028197,24.81901755,15.20904299,1.782148021,3.707688435,4.142237546,5.962390638,3.730745384,6.376335478,1.487881887,54.40248591,1.383518263,6.438661955,3.320351173,2.378855863,3.59296152,5.509714939,3.201011097,9.85941,6.414693974,4.153333333,3.655118039,4.097807906,3.263359451,4.020106693,3.766180025,3.38332172
1618,34.33400504,24.15719225,64.06605048,20.87632519,74.1096772,30.86292083,65.7728651,18.21787241,78.133504,4.339423877,4.302560233,3.157589915,69.57615978,49.86816591,29.18967732,26.43740155,60.2600689,21.0772247,71.89902567,30.72759579,7.793981225,24.81319643,15.18040489,1.783622835,3.710331035,4.13622882,5.963135758,3.724207936,6.377476838,1.484525175,54.37202055,1.374875746,6.443497946,3.311956804,2.381035724,3.590389263,5.512644578,3.195628164,9.84733,6.42624361,4.238095238,3.663454142,4.10431566,3.256174036,4.021276802,3.766362456,3.388945328
1617,34.34216353,24.16200618,64.11788599,20.87789047,74.14472792,30.86296179,65.78642721,18.22764758,78.03348755,4.340581915,4.295610532,3.151528165,69.43292371,49.9266697,29.19747335,26.44808537,60.28594118,21.08284695,71.93633039,30.72863156,7.793840997,24.8145705,15.1482101,1.791207617,3.702926176,4.123191475,5.961377011,3.72745221,6.378443647,1.489804983,54.30127675,1.375908803,6.445821007,3.312069081,2.384530637,3.585860435,5.514481459,3.190369266,9.83624,6.417857557,4.238095238,3.668178145,4.111732582,3.253325112,4.021193595,3.769206424,3.388224057
1616,34.35204204,24.16711236,64.12929272,20.88444984,74.15128964,30.86965177,65.78355144,18.23744306,77.9383912,4.338675399,4.28439701,3.145838997,69.32232485,49.95737675,29.20344788,26.45078058,60.29343141,21.08189859,71.93417162,30.71662847,7.793244162,24.81903311,15.12903284,1.796163008,3.69344515,4.118221381,5.953495369,3.726337683,6.389285992,1.487847343,54.22664957,1.372398586,6.442104288,3.31036942,2.386830435,3.579287147,5.518630298,3.184098245,9.82425,6.410882862,4.153333333,3.669962424,4.118366808,3.252043693,4.022198485,3.767021198,3.387720895
1615,34.38431167,24.18252966,64.20174543,20.90990212,74.2260914,30.88734594,65.85046909,18.27031249,77.78606266,4.333560954,4.271043159,3.144991377,69.15012558,49.9647643,29.2374857,26.47223426,60.34891391,21.10168032,71.99605307,30.73003196,7.773067441,24.83862908,15.12216602,1.793216824,3.677973886,4.118472438,5.950768218,3.726879714,6.393716055,1.495040384,54.10155901,1.374498644,6.442268029,3.307803531,2.384335499,3.579718518,5.520454624,3.181683111,9.8113,6.406398074,4.238095238,3.665008748,4.121255613,3.251395615,4.022173617,3.77397083,3.386677097
1614,34.41943788,24.20224232,64.27175752,20.92462427,74.29787971,30.91015281,65.90844612,18.28854533,77.64032835,4.330865613,4.273798474,3.139803078,68.98097531,49.978784,29.25884537,26.48948829,60.39844858,21.12013389,72.05573456,30.74331713,7.7566799,24.84979459,15.11494881,1.789964168,3.664902339,4.118941463,5.954861191,3.72615503,6.404485787,1.497855286,54.00237356,1.375365372,6.430958535,3.316314483,2.383242753,3.575386008,5.522261279,3.184678045,9.81522,6.402716455,4.238095238,3.661741533,4.124867958,3.249753521,4.023738209,3.774268025,3.387935981
1613,34.41007653,24.22234536,64.23606736,20.94299741,74.27341847,30.92508511,65.89131078,18.3209974,77.48021287,4.32709715,4.269054785,3.142407719,68.82206954,49.99003187,29.25296014,26.47238771,60.37931101,21.10061345,72.03114222,30.71909047,7.745816491,24.86653611,15.11266174,1.786828948,3.64784316,4.113260785,5.94881825,3.717853804,6.401565591,1.51243753,53.90052985,1.382537667,6.440889841,3.32024484,2.38744564,3.567959105,5.511194688,3.185764025,9.8238,6.398717568,4.238095238,3.659492047,4.124447575,3.255524254,4.021923937,3.775302123,3.393284676
1612,34.42374001,24.24468279,64.24394779,20.95827139,74.28987275,30.92266513,65.90204965,18.34201756,77.43831814,4.336553659,4.277555005,3.151022002,68.76369401,50.06943551,29.2474319,26.46826665,60.39636564,21.10379959,72.04588892,30.69964827,7.74914345,24.8709469,15.08749707,1.780219559,3.64165224,4.10455915,5.956604408,3.71617477,6.398879231,1.520701026,53.86042504,1.384519664,6.453198574,3.322032599,2.390757766,3.565450354,5.505178349,3.187106568,9.81587,6.41116238,4.238095238,3.660259954,4.120892763,3.258161648,4.027427515,3.775468807,3.39634337
1611,34.43494102,24.25972864,64.26381943,20.96483331,74.3061514,30.90267532,65.92380627,18.34676202,77.23305097,4.337483499,4.269703536,3.14055475,68.51973259,50.04233092,29.2459845,26.48254247,60.4058548,21.09650895,72.0562668,30.69472663,7.74412402,24.86584273,15.05802613,1.772077849,3.636107469,4.100833389,5.953897555,3.706217213,6.402473703,1.518552553,53.75292827,1.382706339,6.444647826,3.320178103,2.392634118,3.568868598,5.487211974,3.192846436,9.81785,6.400384869,4.238095238,3.665018103,4.121560683,3.257741765,4.030417437,3.777100587,3.392984207
1610,34.42068526,24.25171416,64.242131,20.96209773,74.28259175,30.87819346,65.90473008,18.34809706,77.05701162,4.337525449,4.264528884,3.131924402,68.33015374,50.03976799,29.24944242,26.47002203,60.39624309,21.08458454,72.02278579,30.67591371,7.732082506,24.85997882,15.02995707,1.766877516,3.638189667,4.088085519,5.951228804,3.689405489,6.39662783,1.514008894,53.62680241,1.390333599,6.431612678,3.325047081,2.389381076,3.573749978,5.474585553,3.196603166,9.82072,6.384215186,4.238095238,3.672703128,4.119876652,3.26045815,4.028995523,3.782295188,3.394457637
1609,34.42048514,24.2368268,64.25844497,20.93787793,74.30226301,30.84114726,65.9202846,18.33591199,76.93275819,4.333044905,4.263881633,3.127382766,68.20242162,50.05799324,29.24326475,26.45962426,60.41485084,21.08016044,72.00636937,30.65971544,7.731859848,24.8292257,14.9914186,1.767800511,3.63158207,4.069783586,5.94736851,3.67573199,6.388485504,1.512044919,53.56229647,1.387927428,6.432562555,3.321803757,2.390327591,3.571645908,5.463003794,3.197504886,9.82501,6.371009272,4.238095238,3.676703316,4.122303554,3.260481524,4.03370688,3.783442765,3.392277972
1608,34.41833815,24.22920153,64.2618714,20.93073963,74.2805952,30.82314369,65.91996894,18.33272722,76.8614502,4.325442759,4.2655152,3.121207041,68.11754501,50.11654837,29.24320384,26.44929678,60.3957418,21.07363188,71.97213784,30.64296202,7.737077909,24.81680571,14.95977899,1.766461854,3.629240742,4.06035748,5.947414388,3.670194921,6.382291408,1.501195783,53.53174558,1.382442045,6.435577566,3.319546433,2.389653741,3.575743402,5.466751771,3.198879617,9.8052,6.370869829,4.238095238,3.683708817,4.126420755,3.260924815,4.037721865,3.784487823,3.400674642
1607,34.45099029,24.18634625,64.33904441,20.90860273,74.34207523,30.77644916,65.99335037,18.319293,76.68940415,4.317046965,4.259028413,3.125651529,67.93425609,50.11125372,29.27200631,26.46998093,60.44756744,21.08914185,72.01417442,30.66455201,7.726298639,24.78613853,14.92506358,1.776521963,3.626290767,4.055949192,5.954271662,3.665141912,6.374568794,1.498014011,53.41922424,1.381007225,6.430965977,3.317928714,2.383963003,3.578087228,5.461066579,3.198848086,9.79523,6.354308814,4.238095238,3.690272912,4.127684164,3.261632113,4.039217408,3.789639141,3.408152029
1606,34.46231645,24.18505701,64.37050661,20.91483228,74.36278431,30.77383984,66.03354471,18.32538756,76.50975453,4.311950355,4.255226897,3.11944929,67.73446226,50.08829741,29.29092883,26.47901598,60.4647669,21.09711439,72.03560112,30.6550273,7.710418984,24.7755776,14.90215596,1.780656266,3.619246617,4.054127791,5.958039456,3.661456248,6.364964873,1.494202549,53.25023401,1.384401384,6.417057785,3.325292727,2.382209072,3.579930496,5.46797186,3.202260689,9.7897,6.343085088,4.238095238,3.692628716,4.135171136,3.258989061,4.038268593,3.790361605,3.406540752
1605,34.51402339,24.17592748,64.46540764,20.90749,74.45088485,30.75794926,66.11394684,18.32231392,76.30893513,4.311089909,4.251253436,3.12265725,67.50718144,50.06859729,29.33836544,26.51304095,60.57201323,21.12459835,72.14344541,30.68376612,7.694769731,24.76892267,14.86891158,1.777313125,3.621021865,4.05611522,5.963026218,3.659082502,6.372516929,1.496141686,53.10552392,1.388913431,6.41428946,3.335263893,2.378899003,3.578350791,5.459861797,3.207322012,9.78767,6.333402482,4.238095238,3.68866864,4.137726189,3.260217142,4.040080102,3.786182922,3.41289408
1604,34.52525565,24.16950352,64.49162085,20.89867047,74.50686453,30.75361378,66.14618627,18.32050087,76.18837771,4.312782324,4.259330666,3.12366006,67.33966688,50.08182967,29.34775794,26.51387622,60.61325997,21.13710295,72.16370359,30.68212087,7.686107359,24.75498245,14.83210837,1.771300913,3.617493153,4.060897806,5.967122918,3.653111854,6.373686485,1.494805963,53.0429908,1.384906397,6.413407644,3.338824994,2.377384863,3.571122814,5.465558565,3.20938599,9.78336,6.334458561,4.193269231,3.691447147,4.142751192,3.258723292,4.043239808,3.786076972,3.424404397
1603,34.56206198,24.1752895,64.57460674,20.89954825,74.58891024,30.75118608,66.22617551,18.32994141,76.07779232,4.315533723,4.266693589,3.128262092,67.22774478,50.11989613,29.38809526,26.53797797,60.67131943,21.16286843,72.22774464,30.69245482,7.686183841,24.73956609,14.79227437,1.764663922,3.614343848,4.066997817,5.974249793,3.656877312,6.385460212,1.493310806,52.99393741,1.386172227,6.413975647,3.346573314,2.380594166,3.567102311,5.463350475,3.212353033,9.77992,6.328293785,4.238095238,3.689186798,4.145733216,3.257305654,4.043714565,3.790457284,3.428475489
