nm,P09,P06,P19,P21,F07,T01-1,T01-2
1932,4.221311475,3.237148195,3.855376473,3.767003448,3.757384744,3.688662782,3.311451958
1931,4.180327869,3.197566042,3.826329723,3.725679904,3.737803138,3.672919252,3.281025757
1930,4.139344262,3.156586383,3.805315908,3.696800834,3.700201157,3.636369263,3.240654583
1929,4.214876033,3.105872693,3.770609893,3.656154954,3.662668791,3.598346202,3.195543061
1928,4.256198347,3.200477738,3.890542921,3.767648943,3.792598808,3.687627436,3.286145954
1927,4.057377049,3.090668206,3.725687044,3.621777101,3.641025856,3.527356123,3.182596279
1926,4.263934426,3.210777185,3.829800529,3.744003845,3.749105869,3.624917766,3.27194285
1925,4.139344262,3.196600135,3.785072115,3.702524038,3.706274147,3.598306977,3.234525475
1924,4.257024793,3.213540083,3.776979167,3.699286859,3.703530991,3.607075232,3.243940677
1923,4.173553719,3.208042744,3.794694598,3.694983546,3.705450734,3.609351709,3.250775591
1922,4.180327869,3.174194891,3.772099004,3.665220186,3.664346222,3.591948843,3.21430259
1921,4.049586777,3.156323778,3.783024171,3.677025616,3.68557999,3.60823903,3.229675774
1920,4.214876033,3.156231058,3.785909164,3.676777403,3.670226183,3.60767837,3.247980183
1919,4.25,3.166441397,3.78820698,3.67348576,3.668012109,3.600794154,3.261825643
1918,4.132231405,3.160873559,3.809256437,3.671292211,3.662149651,3.601562075,3.26482296
1917,4.090909091,3.142507779,3.763747994,3.632648475,3.620504599,3.56886842,3.255226815
1916,4.172727273,3.155412393,3.764352223,3.622106277,3.621135327,3.581918452,3.253950051
1915,4.166666667,3.1917962,3.800883179,3.64431955,3.643745242,3.620927371,3.277351176
1914,4.243697479,3.229853702,3.847000161,3.675607206,3.703133734,3.669208638,3.290413905
1913,4.125,3.174293571,3.777883376,3.613627577,3.642294666,3.5798629,3.225957045
1912,4.125,3.17648593,3.792846786,3.626969551,3.646927374,3.55769003,3.211511986
1911,4.117647059,3.145304916,3.757009195,3.59417648,3.633166681,3.533572756,3.170869601
1910,4.0425,3.178743293,3.792525399,3.64724238,3.674313327,3.573058367,3.203045485
1909,4.049586777,3.147763635,3.765883588,3.622685073,3.637954468,3.535040327,3.187913815
1908,4.159663866,3.170878201,3.819338134,3.665539283,3.678900332,3.57637394,3.230210926
1907,4.083333333,3.130610966,3.795366545,3.622308627,3.654124063,3.558538278,3.222905279
1906,4.125,3.162493599,3.852673797,3.640106952,3.709324209,3.610675987,3.276220564
1905,4.035294118,3.132885275,3.812831106,3.584997975,3.68516902,3.587496341,3.25043423
1904,4.117647059,3.134344056,3.828608435,3.575536307,3.6913557,3.599773502,3.238118727
1903,4.117647059,3.138249592,3.826304295,3.57660762,3.681703146,3.608643674,3.246096621
1902,4.117647059,3.148095174,3.832442039,3.589401406,3.68598514,3.620502952,3.238160148
1901,4.117647059,3.163445925,3.836572167,3.5959454,3.677510246,3.611645165,3.233850004
1900,4.117647059,3.179649909,3.831614676,3.592435752,3.691769336,3.623822471,3.232890776
1899,4.1225,3.183299112,3.792003558,3.5676989,3.657526744,3.581159001,3.19939552
1898,4.110169492,3.193265767,3.797734078,3.568519867,3.663262509,3.570077894,3.205584768
1897,4.110169492,3.215495132,3.795720538,3.560650024,3.684818595,3.574978147,3.207580323
1896,4.075630252,3.22125061,3.792303953,3.542417369,3.70086673,3.582428788,3.198729534
1895,4.110169492,3.236570529,3.791418394,3.544834845,3.711398607,3.585224424,3.19101081
1894,4.110169492,3.236242826,3.794730452,3.552897847,3.718319429,3.598401601,3.194236026
1893,4.110169492,3.242030964,3.798584944,3.553084823,3.701348681,3.611355708,3.200982521
1892,4.110169492,3.229489227,3.803183838,3.555490909,3.696905621,3.617208513,3.215245905
1891,4.110169492,3.225670207,3.811665859,3.56481661,3.701513328,3.604790454,3.210850893
1890,4.069491525,3.265479892,3.863606239,3.603022711,3.745593936,3.652971316,3.231564909
1889,4.145299145,3.235519604,3.832127832,3.562160194,3.706633313,3.617967717,3.199177758
1888,4.110169492,3.248531383,3.843736851,3.567446189,3.717410483,3.621360458,3.200719555
1887,4.145299145,3.256006047,3.863512748,3.56674221,3.725203816,3.617119403,3.204820771
1886,4.062393162,3.239870901,3.865714517,3.558812106,3.742572794,3.629835706,3.224968575
1885,4.069491525,3.289735817,3.903033735,3.587492921,3.781679124,3.670654731,3.275051107
1884,4.188034188,3.294399386,3.909692557,3.578268608,3.78934469,3.68720044,3.300114879
1883,4.188034188,3.313180955,3.917141931,3.591639663,3.786054185,3.692509098,3.310683847
1882,4.188034188,3.334773925,3.924292319,3.590445292,3.781530984,3.701807054,3.317412604
1881,4.188034188,3.342605504,3.931136364,3.606590909,3.785590278,3.705899552,3.320876251
1880,4.224137931,3.365277117,3.940534395,3.619783968,3.797585129,3.706508403,3.322020575
1879,4.224137931,3.377558478,3.93703794,3.619367942,3.801496303,3.722988797,3.305746971
1878,4.188034188,3.371475806,3.92923777,3.614675768,3.807169647,3.721882876,3.316553538
1877,4.224137931,3.367155749,3.924616259,3.613416714,3.82487101,3.711811378,3.320437719
1876,4.175652174,3.360108401,3.930817304,3.60709358,3.83907784,3.715411669,3.332363693
1875,4.224137931,3.347371104,3.928592304,3.591264816,3.853101693,3.719855374,3.338857602
1874,4.188034188,3.353390658,3.932570222,3.588082481,3.86611033,3.727824817,3.346571535
1873,4.133043478,3.333497511,3.912459389,3.553987979,3.830719873,3.696512396,3.308150261
1872,4.139655172,3.370652243,3.963955472,3.600048753,3.866901223,3.738858216,3.341634012
1871,4.181034483,3.352894584,3.932517681,3.568994391,3.821289698,3.698393222,3.303051724
1870,4.181034483,3.353093592,3.932368485,3.571152126,3.824186169,3.705521488,3.297461455
1869,4.181034483,3.359524441,3.933647824,3.572313949,3.81681338,3.700017316,3.288093567
1868,4.133043478,3.372580468,3.936529383,3.566246134,3.818985111,3.705767937,3.286214995
1867,4.133043478,3.362050377,3.936998454,3.570692602,3.819941789,3.713020735,3.294173503
1866,4.224137931,3.403497839,3.983940774,3.613211845,3.868807906,3.75752164,3.338534938
1865,4.133043478,3.369434431,3.946912877,3.568949809,3.833789149,3.732097301,3.303486165
1864,4.133043478,3.387234473,3.946738777,3.566501301,3.842491392,3.741561578,3.305929702
1863,4.133043478,3.422551494,3.95401448,3.568949809,3.845724382,3.737378686,3.318817692
1862,4.133043478,3.446510066,3.960537241,3.571273911,3.855469095,3.721611593,3.328077361
1861,4.133043478,3.45402028,3.960167903,3.568025104,3.858881317,3.715071268,3.336907704
1860,4.217391304,3.458962857,3.970556553,3.576350579,3.862132483,3.71219065,3.338168744
1859,4.217391304,3.453328511,3.973474888,3.575018375,3.865213153,3.718900846,3.328860484
1858,4.169298246,3.43487987,3.973980884,3.574601748,3.860397093,3.730468604,3.334455113
1857,4.126315789,3.3981366,3.934901961,3.537254902,3.823476178,3.697369288,3.304367256
1856,4.133043478,3.425230148,3.971098408,3.572641895,3.863639592,3.747338792,3.336671527
1855,4.169298246,3.432164918,3.973007187,3.571349232,3.865860812,3.747292266,3.338561374
1854,4.169298246,3.452506312,3.982739457,3.569720497,3.877411032,3.754371456,3.347687867
1853,4.169298246,3.454638946,3.985627861,3.566129823,3.890023161,3.753612286,3.353488659
1852,4.169298246,3.463240483,3.986138371,3.567296369,3.896765859,3.749061746,3.359789263
1851,4.169298246,3.454626979,3.990149718,3.563994109,3.888466334,3.744996538,3.358188158
1850,4.169298246,3.447016003,3.994491283,3.567332406,3.889680984,3.743136842,3.350270565
1849,4.169298246,3.444738944,4.00519204,3.574645811,3.888991889,3.748980593,3.346021081
1848,4.169298246,3.447848333,4.004397674,3.574645811,3.891932608,3.746582263,3.337773104
1847,4.254385965,3.44886227,3.99963148,3.577823274,3.892108783,3.742319051,3.344465521
1846,4.169298246,3.46595729,4.000663771,3.576194378,3.895752655,3.744072878,3.349732973
1845,4.126315789,3.435991075,3.961879767,3.542229148,3.855259868,3.717575678,3.31818465
1844,4.169298246,3.467889004,4.006106369,3.575402167,3.90217935,3.768236162,3.359734203
1843,4.126315789,3.419457044,3.967684729,3.537339901,3.864879357,3.740763237,3.333431213
1842,4.254385965,3.449732139,4.00432428,3.56258308,3.900464867,3.788176934,3.37349329
1841,4.210526316,3.411178739,3.963555774,3.526225068,3.854604027,3.750794696,3.344332366
1840,4.162831858,3.419152097,3.972277878,3.528461159,3.856858704,3.751137945,3.354993212
1839,4.162831858,3.411498532,3.978314441,3.530409069,3.863068233,3.748180257,3.352894976
1838,4.162831858,3.422888161,3.979891572,3.525677674,3.869607316,3.740963412,3.347596812
1837,4.162831858,3.434464593,3.981930185,3.519868583,3.865818019,3.731958268,3.338574769
1836,4.126315789,3.44492445,3.98961039,3.512214368,3.863078579,3.722995127,3.334138898
1835,4.119469027,3.409316956,3.954751131,3.482682024,3.830026039,3.696331933,3.294921851
1834,4.083333333,3.414201901,3.961462451,3.483489789,3.833617747,3.707956043,3.296889314
1833,4.285714286,3.446570153,4.01107814,3.524431256,3.87760309,3.742939722,3.330501491
1832,4.119469027,3.414175746,3.972898276,3.492451118,3.843733142,3.702469521,3.296375745
1831,4.119469027,3.414246661,3.982378673,3.502517332,3.845136327,3.710083762,3.300494217
1830,4.162831858,3.458406593,4.029541512,3.541016109,3.896516338,3.746927502,3.336311954
1829,4.119469027,3.417325288,3.991365777,3.501569859,3.855927626,3.705834878,3.29571716
1828,4.119469027,3.420557871,3.988807203,3.496778457,3.85419291,3.704017406,3.291858525
1827,4.119469027,3.426203763,3.990298076,3.494550409,3.853152829,3.699365577,3.286478854
1826,4.119469027,3.436574852,3.99611891,3.489347647,3.858840475,3.708361359,3.298074419
1825,4.119469027,3.432939063,3.99710911,3.490212274,3.859401748,3.716631665,3.306149013
1824,4.119469027,3.437905546,4.002231221,3.485662342,3.871989175,3.720487452,3.314485903
1823,4.203539823,3.446945772,4.005787516,3.483464241,3.870179716,3.716372552,3.322982777
1822,4.119469027,3.449532809,4.002067483,3.480400265,3.861279248,3.708828336,3.321533743
1821,4.203539823,3.440660946,3.997353622,3.482757195,3.861628117,3.720723898,3.316557326
1820,4.119469027,3.438026149,3.997516967,3.481708326,3.857497742,3.72330434,3.32128957
1819,4.203539823,3.435154233,3.995775698,3.47879566,3.854065041,3.726041572,3.316981534
1818,4.203539823,3.432577049,3.992251595,3.471865418,3.858892102,3.721110945,3.311021976
1817,4.119469027,3.441775294,3.995069606,3.471577726,3.860099413,3.720818462,3.30156828
1816,4.15625,3.446719196,3.998963602,3.476743222,3.863722654,3.722277302,3.303694566
1815,4.15625,3.446408917,3.998672199,3.481493776,3.867378325,3.719243349,3.309356854
1814,4.119469027,3.453583048,4.006727575,3.487541528,3.871516468,3.721828206,3.313390732
1813,4.119469027,3.461680704,4.005853051,3.490826069,3.873778059,3.709116565,3.315684547
1812,4.119469027,3.45787032,4.010549925,3.496012627,3.87483024,3.715712709,3.321601246
1811,4.15625,3.444784051,4.008059156,3.500540047,3.877059569,3.732192668,3.332185375
1810,4.15625,3.437560208,4.01388427,3.498919189,3.886676322,3.740103028,3.33712085
1809,4.1125,3.416140631,3.971808953,3.457147612,3.849053528,3.704203029,3.308308881
1808,4.1125,3.42233287,3.972227772,3.451048951,3.849093875,3.703769628,3.302771911
1807,4.15625,3.468633956,4.013694639,3.484598735,3.886441907,3.749982708,3.33501417
1806,4.241071429,3.475573486,4.017160946,3.486921026,3.88405403,3.740833621,3.336428907
1805,4.15625,3.473950866,4.020296741,3.495290489,3.87962627,3.73768173,3.342681019
1804,4.15625,3.476853094,4.030999666,3.496703939,3.885265262,3.740194845,3.348861348
1803,4.15625,3.486405136,4.036310518,3.496285476,3.889621012,3.740230054,3.347929416
1802,4.15625,3.482970769,4.037995825,3.499331942,3.890328152,3.738957455,3.350948092
1801,4.15625,3.472697192,4.037857262,3.505933478,3.895664819,3.74153438,3.35137252
1800,4.15625,3.470754449,4.043043587,3.507362168,3.90739731,3.750781325,3.354170248
1799,4.15625,3.479641227,4.040083682,3.508242678,3.914,3.74688766,3.349311739
1798,4.15625,3.487883795,4.036426059,3.504228772,3.918674425,3.744659055,3.343123641
1797,4.193693694,3.487862863,4.032808838,3.504854369,3.918425842,3.751547431,3.3431731
1796,4.15625,3.494732323,4.035651519,3.504561051,3.921431173,3.753509364,3.341956169
1795,4.15625,3.503048752,4.0300862,3.50297096,3.924740484,3.755351267,3.348221065
1794,4.15625,3.505368894,4.027917294,3.49907919,3.924947627,3.7583245,3.348086668
1793,4.241071429,3.507750724,4.025963149,3.496063652,3.921486474,3.759571968,3.350293505
1792,4.15625,3.510983418,4.023360965,3.494390019,3.92097832,3.751935339,3.350311396
1791,4.15625,3.500276565,4.02247238,3.488157014,3.91909621,3.74261245,3.346257025
1790,4.15625,3.504681129,4.034279257,3.486355265,3.920579922,3.745694539,3.346273679
1789,4.193693694,3.501199427,4.042231709,3.479198058,3.920125901,3.745163161,3.345161161
1788,4.15625,3.5027139,4.047224315,3.480072009,3.917785082,3.752880827,3.349288098
1787,4.15625,3.506135163,4.054033677,3.479433694,3.913805698,3.757407527,3.349942982
1786,4.193693694,3.513199194,4.058685446,3.479669685,3.917633093,3.766398638,3.359411786
1785,4.193693694,3.519679333,4.059474876,3.484103683,3.92295037,3.766435846,3.363716665
1784,4.193693694,3.529280802,4.052748636,3.480276962,3.924120603,3.763277375,3.366789562
1783,4.237837838,3.577159789,4.094022834,3.521826729,3.96754386,3.799039244,3.399303952
1782,4.237837838,3.584294368,4.092411014,3.519408999,3.971324067,3.7928933,3.393672665
1781,4.193693694,3.541046623,4.048082571,3.483678778,3.93364127,3.752950752,3.357352586
1780,4.15625,3.540802003,4.045130442,3.485697509,3.937688718,3.758899584,3.363230719
1779,4.2,3.571814644,4.086323209,3.521664709,3.98053065,3.805294977,3.40191496
1778,4.237837838,3.57001256,4.092529797,3.525264395,3.979352004,3.809967916,3.409074432
1777,4.237837838,3.566940228,4.095054161,3.527550592,3.98396045,3.811549513,3.40701284
1776,4.193693694,3.525555476,4.055121418,3.490757079,3.945645206,3.772484368,3.375127236
1775,4.193693694,3.520374725,4.059446733,3.487513663,3.952891577,3.765862686,3.372487381
1774,4.193693694,3.519612009,4.061379891,3.491459823,3.954920664,3.767631266,3.366943818
1773,4.193693694,3.522879857,4.064684578,3.489387686,3.951288873,3.767360198,3.361841445
1772,4.279279279,3.527826474,4.069256045,3.490563653,3.951797835,3.773208545,3.364255763
1771,4.193693694,3.528556267,4.073944552,3.493553552,3.950702286,3.77641444,3.366092172
1770,4.193693694,3.538599095,4.075315922,3.492670598,3.945469568,3.777604033,3.371237466
1769,4.193693694,3.546653819,4.07977424,3.499578805,3.93936473,3.776956594,3.377527847
1768,4.193693694,3.560813727,4.087776935,3.492376379,3.941108969,3.776853073,3.38193321
1767,4.279279279,3.560829893,4.092233827,3.49208221,3.939066948,3.773099471,3.382040769
1766,4.193693694,3.556193868,4.092356956,3.494354091,3.946261253,3.769371276,3.387039999
1765,4.318181818,3.55893556,4.089621448,3.486510412,3.949820789,3.770206669,3.383841465
1764,4.193693694,3.556775939,4.092492619,3.485870941,3.956585725,3.769617384,3.38126262
1763,4.193693694,3.558656219,4.092381676,3.483253185,3.961102928,3.767219744,3.376930108
1762,4.234234234,3.521356303,4.044886939,3.445291934,3.921142857,3.731748688,3.340591212
1761,4.14954955,3.524458911,4.042618525,3.444710646,3.925770153,3.730467932,3.341143919
1760,4.234234234,3.528328941,4.041254849,3.4459268,3.92772396,3.726671218,3.34203555
1759,4.279279279,3.572499184,4.086771282,3.485657639,3.970384722,3.76470083,3.379556826
1758,4.234234234,3.536259887,4.049523488,3.446217424,3.92988474,3.724710945,3.349507387
1757,4.234234234,3.536716175,4.050438745,3.445291934,3.928655726,3.723270518,3.3532011
1756,4.234234234,3.543629948,4.057702372,3.445159112,3.928435801,3.72033136,3.348995941
1755,4.14954955,3.539985824,4.063384563,3.451376457,3.928578011,3.714854739,3.347305038
1754,4.187272727,3.547290629,4.06817068,3.45182932,3.934279396,3.71846108,3.347358966
1753,4.187272727,3.557234527,4.066689195,3.449657852,3.935508248,3.71885155,3.345628903
1752,4.187272727,3.552234223,4.068621156,3.450743494,3.938915529,3.724997738,3.346313218
1751,4.187272727,3.556699119,4.06713972,3.4501605,3.941963462,3.738214535,3.349965711
1750,4.272727273,3.55313826,4.063169454,3.457306978,3.942327212,3.751897904,3.354146278
1749,4.187272727,3.547894716,4.06465022,3.458685367,3.944286505,3.759508225,3.356089702
1748,4.272727273,3.549105875,4.064435429,3.45826572,3.951542583,3.768599984,3.361776262
1747,4.187272727,3.54851402,4.067292407,3.460020294,3.955105813,3.755830093,3.361585978
1746,4.234234234,3.551610749,4.071398359,3.457507825,3.955699362,3.74764927,3.364145207
1745,4.187272727,3.560998678,4.076331611,3.457837243,3.955514434,3.744807832,3.367551975
1744,4.272727273,3.566149435,4.080657182,3.453353659,3.956521739,3.74291857,3.3638178
1743,4.272727273,3.572498227,4.085675561,3.447861076,3.961192372,3.741994253,3.36494967
1742,4.272727273,3.573544492,4.090902931,3.440403185,3.962659752,3.742849489,3.365654189
1741,4.272727273,3.572316947,4.097272573,3.44119939,3.96422282,3.749189337,3.361677305
1740,4.272727273,3.570296592,4.097721691,3.444092488,3.966332963,3.749731583,3.359609744
1739,4.142727273,3.533714861,4.051321362,3.403015416,3.929176711,3.705655273,3.328924439
1738,4.227272727,3.534749718,4.056575935,3.401246502,3.930403338,3.706681183,3.330315401
1737,4.227272727,3.537001511,4.062830957,3.401476578,3.930136351,3.706792175,3.335731478
1736,4.142727273,3.539921502,4.062876794,3.405077694,3.922102626,3.711468014,3.34095895
1735,4.142727273,3.542254978,4.059617834,3.404076433,3.919106861,3.715858332,3.338818762
1734,4.142727273,3.554505896,4.059072375,3.403363914,3.919927536,3.72665445,3.338378999
1733,4.227272727,3.554550445,4.060752506,3.402785799,3.925571668,3.723733554,3.331259912
1732,4.227272727,3.556008875,4.064801291,3.406946332,3.938009302,3.717924109,3.326547568
1731,4.142727273,3.555180311,4.062087119,3.408236393,3.942174844,3.718573596,3.33135538
1730,4.142727273,3.552219074,4.060852582,3.413264266,3.943775026,3.720288417,3.335657563
1729,4.227272727,3.559177267,4.06391201,3.414633939,3.95243505,3.720030658,3.343878886
1728,4.227272727,3.566782141,4.066627028,3.413344092,3.95319248,3.721957534,3.351722021
1727,4.180733945,3.57368618,4.073788883,3.412213157,3.953798883,3.729299014,3.35799852
1726,4.227272727,3.579896524,4.075716107,3.410922227,3.95243505,3.732863328,3.358675513
1725,4.227272727,3.582373843,4.078087548,3.407760306,3.948472714,3.72833245,3.360501389
1724,4.180733945,3.581255828,4.076755654,3.403094712,3.943511877,3.727269295,3.35660043
1723,4.266055046,3.580536731,4.079530373,3.406202144,3.940751445,3.730477639,3.353704412
1722,4.266055046,3.573522178,4.078100264,3.406068602,3.939354357,3.740583751,3.354004017
1721,4.266055046,3.56648367,4.080782009,3.407385638,3.937486002,3.749557887,3.355060195
1720,4.180733945,3.566425958,4.08267542,3.411876545,3.93535014,3.752036072,3.352572596
1719,4.266055046,3.564941937,4.086351616,3.408069607,3.93718823,3.755817652,3.350054538
1718,4.220183486,3.537984346,4.047372014,3.373071672,3.902587576,3.714647987,3.309788434
1717,4.266055046,3.585633708,4.090571672,3.405767918,3.954932735,3.756182013,3.345898817
1716,4.266055046,3.593864119,4.089778157,3.406561433,3.958777913,3.76554224,3.352010793
1715,4.135779817,3.559737445,4.038737201,3.370716724,3.923934181,3.722772977,3.329727396
1714,4.220183486,3.564330675,4.035349313,3.369069351,3.927248925,3.724462685,3.336428303
1713,4.135779817,3.564427905,4.034371533,3.367864152,3.92736458,3.724084161,3.343914778
1712,4.220183486,3.567336569,4.033888462,3.374669058,3.928709164,3.724457563,3.346652013
1711,4.220183486,3.569477711,4.038660058,3.376687746,3.927722123,3.714215014,3.34036398
1710,4.135779817,3.562324721,4.04240041,3.374696529,3.923782772,3.704682302,3.330663631
1709,4.135779817,3.564284108,4.050517315,3.373988884,3.924023602,3.697007335,3.321513259
1708,4.135779817,3.566843275,4.052877298,3.377135528,3.929058868,3.699189553,3.31420387
1707,4.135779817,3.574762652,4.057411684,3.375143273,3.93152072,3.708634872,3.315116645
1706,4.220183486,3.575943799,4.056531782,3.373359569,3.937555118,3.710545187,3.319817436
1705,4.174074074,3.572569904,4.056184773,3.369136014,3.941993617,3.718232431,3.330054654
1704,4.220183486,3.571778883,4.059147698,3.368714701,3.949398948,3.720892539,3.336098027
1703,4.259259259,3.571637397,4.066050334,3.369080637,3.955827068,3.71878757,3.338853488
1702,4.174311927,3.53782458,4.024265525,3.33835546,3.914907416,3.681849647,3.300454688
1701,4.174074074,3.580541944,4.069624807,3.375329793,3.966472248,3.728086995,3.340889023
1700,4.128703704,3.545101787,4.026424471,3.336380773,3.925204706,3.696377067,3.309156715
1699,4.220183486,3.587417552,4.072764681,3.371624518,3.968100932,3.74626981,3.349206409
1698,4.090825688,3.556113166,4.037681159,3.338461538,3.922886462,3.704445998,3.310757464
1697,4.212962963,3.563162582,4.036724715,3.334923222,3.921542228,3.700743371,3.307889599
1696,4.174311927,3.56275149,4.038891273,3.330601562,3.920685435,3.695595788,3.305775544
1695,4.090825688,3.559535901,4.039066655,3.326336107,3.912605912,3.685982289,3.309482951
1694,4.212962963,3.55692141,4.036894954,3.335573292,3.915186057,3.686271929,3.312093606
1693,4.128703704,3.560464292,4.0359375,3.33828125,3.916542558,3.695848747,3.316796512
1692,4.212962963,3.55998069,4.035760907,3.338646513,3.924884488,3.700442012,3.324185342
1691,4.128703704,3.565683655,4.036019242,3.337161756,3.931653454,3.710000138,3.334673991
1690,4.212962963,3.571999906,4.038100559,3.336536313,3.943333333,3.717706864,3.340203969
1689,4.212962963,3.578245701,4.052013423,3.339485459,3.949381083,3.720874498,3.344923205
1688,4.128703704,3.580352407,4.057240014,3.341993802,3.948926714,3.71175575,3.342880811
1687,4.212962963,3.584356588,4.067074116,3.339356116,3.950194,3.708630876,3.345215863
1686,4.128703704,3.584828774,4.071423653,3.335935617,3.951576555,3.702897167,3.347378537
1685,4.212962963,3.584681843,4.071341253,3.333376377,3.94580413,3.703601014,3.34930262
1684,4.212962963,3.584764219,4.077771084,3.332228916,3.940632696,3.704967095,3.350547955
1683,4.128703704,3.589221125,4.074556722,3.329669478,3.942471591,3.708478505,3.352391
1682,4.128703704,3.588887287,4.071691778,3.328179079,3.951089015,3.709754214,3.349767915
1681,4.252336449,3.596155002,4.070475288,3.326898571,3.950340845,3.712860935,3.349854289
1680,4.212962963,3.600999566,4.07084626,3.331334023,3.957383726,3.718131859,3.346608919
1679,4.252336449,3.607831016,4.075060386,3.336352657,3.962110153,3.726903986,3.346862392
1678,4.16728972,3.60726925,4.078578829,3.340804697,3.964364982,3.732592762,3.348956058
1677,4.212962963,3.609707,4.080692813,3.339391845,3.964672933,3.734325496,3.351602153
1676,4.16728972,3.607049324,4.084109565,3.337112244,3.961857726,3.731999005,3.3530936
1675,4.128703704,3.604737257,4.092009685,3.335774818,3.959528786,3.735084669,3.355156005
1674,4.212962963,3.606125778,4.089295288,3.333912668,3.95471734,3.736035966,3.357464431
1673,4.212962963,3.608104873,4.090435835,3.335774818,3.957085828,3.73938532,3.364087524
1672,4.252336449,3.605588243,4.09594431,3.335774818,3.969839308,3.738162076,3.368864848
1671,4.252336449,3.601903828,4.095590143,3.333125811,3.976005324,3.74350152,3.368737174
1670,4.252336449,3.600686127,4.097950713,3.33076524,3.985957568,3.750802016,3.372082597
1669,4.16728972,3.603418484,4.099368567,3.334279042,3.991531874,3.754467048,3.375009671
1668,4.205607477,3.566074085,4.05529595,3.301401869,3.952870608,3.710544759,3.33824487
1667,4.16728972,3.6142891,4.104137812,3.340815443,3.996580627,3.748768901,3.380067514
1666,4.205607477,3.578429204,4.062505411,3.30438923,3.952244781,3.707417959,3.340967002
1665,4.252336449,3.62279711,4.115146001,3.343999653,3.997682845,3.751966198,3.380386128
1664,4.205607477,3.595214901,4.072821847,3.307412224,3.952308279,3.71891729,3.342494917
1663,4.121495327,3.609536903,4.069551643,3.306218021,3.954779622,3.728127216,3.347376304
1662,4.121495327,3.616743306,4.070257611,3.301327088,3.958866196,3.737891223,3.355548539
1661,4.121495327,3.613485928,4.073585561,3.300416522,3.960859189,3.747194865,3.355154047
1660,4.121495327,3.612222908,4.072228492,3.30497439,3.962474936,3.75130464,3.355834394
1659,4.252336449,3.648791966,4.115820092,3.346227316,4.009285441,3.793321077,3.397100319
1658,4.121495327,3.605242088,4.07833261,3.312375163,3.972763761,3.748557814,3.361844556
1657,4.121495327,3.593812288,4.082595102,3.312662845,3.977244478,3.74467288,3.365672845
1656,4.205607477,3.595375488,4.090340514,3.308547603,3.985344828,3.74262067,3.368841794
1655,4.205607477,3.597365861,4.090482399,3.310560626,3.985529468,3.741078781,3.371941361
1654,4.245283019,3.608454374,4.091122511,3.306234241,3.986675613,3.742292077,3.367147112
1653,4.245283019,3.616068878,4.087421712,3.299843424,3.991176753,3.743129963,3.372918705
1652,4.121495327,3.623636647,4.084717752,3.295642341,3.994818653,3.748204386,3.382250823
1651,4.160377358,3.62188732,4.088345374,3.297937157,3.995105096,3.752511709,3.389788421
1650,4.245283019,3.624817883,4.094757011,3.303083087,3.992896909,3.752234595,3.389842165
1649,4.245283019,3.627379115,4.093973175,3.303866922,3.993280215,3.752077737,3.389432075
1648,4.121495327,3.634377234,4.101097179,3.305642633,3.997407087,3.756565125,3.394754127
1647,4.160377358,3.635961428,4.106019688,3.305514418,4.000864304,3.758111505,3.392682417
1646,4.245283019,3.641545678,4.110026155,3.305754141,4.00230614,3.76221833,3.388799287
1645,4.245283019,3.648506757,4.109599791,3.300549307,4.00471018,3.761663678,3.382820316
1644,4.114150943,3.612075476,4.064291943,3.256400419,3.962399077,3.72582327,3.340188382
1643,4.245283019,3.645896404,4.11332112,3.28735933,4.007974635,3.773146227,3.382385531
1642,4.075700935,3.59987241,4.068748909,3.246457861,3.963923077,3.739114007,3.355686683
1641,4.245283019,3.640791636,4.114195914,3.285227868,4.012799538,3.784617705,3.408686035
1640,4.198113208,3.598590974,4.065528086,3.25226697,3.968698835,3.74313384,3.374975688
1639,4.238095238,3.598495901,4.063415487,3.25291033,3.972326074,3.746804633,3.377376087
1638,4.198113208,3.606427702,4.063280294,3.255604127,3.982143201,3.740911823,3.38012042
1637,4.245283019,3.65234516,4.107874016,3.295275591,4.030083888,3.7810173,3.418802824
1636,4.198113208,3.61963398,4.061180179,3.260943793,3.985420687,3.743252443,3.377999893
1635,4.198113208,3.623407671,4.062095221,3.256686504,3.991848561,3.750389458,3.372322381
1634,4.198113208,3.635779139,4.074914661,3.260866521,3.994461092,3.759026766,3.373095414
1633,4.198113208,3.634297335,4.080043802,3.264502847,3.994196731,3.762807746,3.376731339
1632,4.198113208,3.628269706,4.086320589,3.259066994,3.993755446,3.762926149,3.38350053
1631,4.114150943,3.622021813,4.086320589,3.25672571,3.994440678,3.760479357,3.383627906
1630,4.198113208,3.619125488,4.086192982,3.256307018,3.995689655,3.758369127,3.380019731
1629,4.153333333,3.616907999,4.087754386,3.255526316,3.994230397,3.759725838,3.373132682
1628,4.198113208,3.620355146,4.090518376,3.251337602,3.989803618,3.755784751,3.366154265
1627,4.114150943,3.635878457,4.094,3.250842105,3.993247557,3.75443639,3.362576157
1626,4.238095238,3.64191619,4.095077652,3.250916908,3.995865608,3.755869383,3.361289034
1625,4.198113208,3.647375737,4.102825801,3.246020184,4.000775044,3.767258237,3.36446741
1624,4.198113208,3.65455157,4.10546875,3.24609375,4.009358937,3.770764129,3.37458153
1623,4.198113208,3.6525399,4.105226634,3.248374912,4.01355603,3.765199399,3.380058242
1622,4.198113208,3.651290564,4.099868132,3.248597802,4.015758812,3.76480198,3.387351879
