nm,P09,P06,P19,P21,F07,T01-1,T01-2
2500,4.204054054,2.893017949,3.92133769,4.653354655,3.69968348,3.77502309,3.331025282
2499,4.004697987,2.766261202,3.742470801,4.475347608,3.525898022,3.54927762,3.163904619
2498,3.883116883,2.672196757,3.659090909,4.345419847,3.403455695,3.50887563,3.101129956
2497,3.974825175,2.696235943,3.705689036,4.36081193,3.434518998,3.584286649,3.166776227
2496,3.939310345,2.746136486,3.77542641,4.418713893,3.526550584,3.730986906,3.250642986
2495,4.0625,2.682151183,3.755486044,4.350701224,3.518719512,3.691227632,3.200968311
2494,4.307432432,2.871775425,4.047078257,4.618349508,3.737236215,3.96129309,3.444945513
2493,4.368,2.863914875,4.115081494,4.631524654,3.780258391,3.992965181,3.504431138
2492,4.285416667,2.756090552,3.91676783,4.485128983,3.616623448,3.830428058,3.313890564
2491,4.212328767,2.847602432,3.97262852,4.59728776,3.685705484,3.855938753,3.300094492
2490,4.220689655,2.861042142,3.862575327,4.518390247,3.606226106,3.760361212,3.22187026
2489,4.333108108,3.000636237,3.936356707,4.602057927,3.612631579,3.757265834,3.221608714
2488,4.536912752,3.155051477,4.245815465,4.978627749,3.920114512,4.088534792,3.458691089
2487,4.187919463,2.900801176,3.932081225,4.632337653,3.616797542,3.773090861,3.173195382
2486,4.077852349,3.047523756,4.084413068,4.756423034,3.805443949,3.937692136,3.293055071
2485,3.808,2.904446171,3.948856807,4.534116184,3.704879224,3.758574211,3.175405708
2484,4.302040816,2.919705104,4.107142365,4.696439149,3.843099274,3.883957768,3.279067753
2483,4.166666667,2.941116425,4.177881297,4.72394755,3.87289836,3.875711652,3.326093046
2482,4.554482759,2.892064954,4.178692711,4.815971839,3.906342407,3.97115075,3.408319682
2481,3.873648649,2.654104341,3.828073216,4.399161062,3.574754211,3.661998513,3.130745194
2480,4.222818792,2.7625314,3.953681941,4.556115708,3.678632772,3.781637946,3.22537767
2479,4.145945946,2.707714258,3.894986072,4.473481894,3.570488657,3.701898812,3.203989167
2478,4.214583333,2.672407248,3.869858156,4.501182033,3.603210063,3.728036563,3.185893615
2477,4.093877551,2.723150763,3.802194902,4.45788706,3.606820061,3.645670767,3.165483104
2476,4.761904762,2.943486813,3.981372277,4.772270015,3.886858798,3.886489876,3.350298036
2475,4.273972603,2.916209272,3.856254319,4.558673117,3.716123677,3.776825618,3.203824662
2474,4.181081081,2.797069734,3.825204819,4.485542169,3.697470629,3.721142456,3.190118501
2473,3.926490066,2.818006576,3.836198814,4.537708534,3.689065317,3.723995883,3.244521977
2472,4.453472222,2.817332258,3.85618148,4.508612011,3.713120789,3.741750265,3.248557035
2471,4.066216216,2.732741298,3.828484387,4.415093817,3.59804085,3.650561599,3.16526443
2470,4.427083333,2.857951244,4.077572486,4.658847139,3.804688589,3.882272234,3.344347789
2469,4.143835616,2.891983512,3.97044352,4.49955648,3.676841959,3.72646989,3.206162704
2468,4.031756757,2.813440107,3.796453018,4.392657125,3.548327446,3.649463268,3.14312474
2467,4.160839161,2.866908229,3.808361527,4.456645723,3.609110286,3.76174708,3.229877142
2466,4.115646259,2.879233983,3.877809202,4.537187004,3.69606942,3.835041486,3.313470619
2465,4.268918919,2.758900025,3.760369044,4.370180391,3.563240132,3.743820278,3.284830944
2464,4.060958904,2.830712744,3.85890994,4.469391818,3.690224735,3.848983714,3.393115771
2463,4.156849315,2.923157963,3.773867142,4.393871255,3.664774381,3.765045275,3.376107902
2462,4.267586207,3.016073169,3.787403846,4.416730769,3.724891533,3.75088439,3.325926692
2461,4.313103448,3.111814418,3.802420575,4.367184706,3.707885506,3.740727894,3.246111656
2460,4.149659864,3.229587083,3.993902691,4.506049136,3.875716588,3.860034887,3.282491341
2459,4.201388889,3.19066807,3.951905188,4.44714394,3.802446355,3.818692412,3.236359922
2458,4.178082192,3.224384154,3.988639021,4.459321917,3.875962206,3.902932231,3.243088732
2457,4.425,2.973040882,3.880154515,4.392136304,3.756325176,3.816360553,3.124530139
2456,4.247260274,2.811325506,3.857142857,4.366576819,3.713231834,3.77897067,3.138538132
2455,4.195862069,2.816840641,3.839593417,4.378398562,3.677119701,3.76543107,3.203219984
2454,4.297222222,2.928443593,3.91397537,4.454884461,3.662876836,3.797185019,3.328198932
2453,4.20952381,2.966862019,3.85937046,4.473510896,3.63544295,3.776600424,3.39616231
2452,4.172413793,3.044230157,3.902386403,4.552924037,3.681801701,3.803635879,3.483245463
2451,3.885714286,2.940125135,3.832776546,4.414250069,3.634821677,3.751458336,3.450587049
2450,3.926712329,2.854598716,3.775057208,4.278073643,3.552351838,3.679908839,3.372585432
2449,4.137931034,2.907061716,3.847695391,4.309584687,3.703909451,3.830333254,3.435181371
2448,4.220689655,2.930608971,3.843516727,4.330384296,3.781530123,3.899877532,3.369748434
2447,4.163265306,2.94108598,3.830705394,4.351037344,3.825615353,3.918850836,3.332975433
2446,4.391666667,3.015931441,3.953548387,4.566021505,4.004904556,4.067020435,3.361757658
2445,4.357746479,2.910593369,3.737640527,4.405725191,3.761212966,3.845829572,3.237298528
2444,4.185517241,2.955534014,3.732508834,4.420965842,3.731609035,3.80406218,3.268274334
2443,4.27972028,2.93367951,3.791146741,4.513070756,3.738815331,3.789930671,3.320357874
2442,4.484615385,2.939964743,3.851577916,4.573801693,3.705730181,3.796145123,3.379962292
2441,4.109589041,2.927277643,3.869422067,4.530157618,3.640477512,3.779150732,3.405693689
2440,4.477777778,3.073779142,4.035898153,4.610100727,3.730683713,3.893790171,3.492713302
2439,4.150344828,3.014721734,3.827672342,4.357075077,3.588837793,3.735023849,3.301302857
2438,4.269444444,3.05144762,3.718010865,4.297283744,3.588972641,3.709916288,3.235970565
2437,4.185517241,3.173765694,3.781262136,4.401019417,3.75261103,3.806623379,3.30419273
2436,4.531428571,3.235498115,3.857787623,4.540163367,3.877914837,3.897167214,3.401956399
2435,3.824827586,3.066407126,3.698580627,4.410191788,3.784983268,3.778532146,3.275071799
2434,4.02137931,3.051951545,3.75261802,4.456078541,3.796212068,3.858037891,3.375170895
2433,4.160839161,2.999322902,3.775155236,4.468415545,3.745448184,3.866553133,3.432817541
2432,3.927272727,2.946949011,3.782440978,4.417917369,3.713724802,3.811416443,3.355025245
2431,4.150344828,3.010477107,3.823951,4.468614475,3.737496484,3.819838165,3.355563245
2430,4.02137931,3.050118262,3.881853988,4.502883669,3.802366864,3.843406103,3.360489361
2429,4.315384615,3.097756824,3.959303797,4.532819972,3.872102731,3.840758405,3.366523069
2428,4.506206897,3.143482684,3.945135969,4.547252593,3.864362041,3.858191762,3.373472361
2427,3.9,3.045636255,3.849223016,4.396304074,3.753501698,3.746896579,3.309325947
2426,4.231914894,3.009945016,3.853714046,4.379740296,3.727843803,3.762359921,3.322871088
2425,4.179166667,3.016447546,3.885576722,4.433954365,3.727280429,3.829412675,3.350171539
2424,4.214583333,3.062649221,3.893789731,4.482347188,3.722989234,3.887339106,3.429279084
2423,4.285416667,3.103769533,3.947583747,4.587320792,3.765461679,3.935681017,3.496045433
2422,4.401408451,3.190298413,4.069666132,4.696974977,3.928571429,4.059224765,3.562232122
2421,4.304255319,3.037812164,3.854556213,4.466745562,3.786136395,3.84370095,3.322217691
2420,3.84,2.920077791,3.778757236,4.345853965,3.669238322,3.745082326,3.217601289
2419,4.336363636,2.980288647,3.806504065,4.355284553,3.653112471,3.783109509,3.273200694
2418,4.022535211,3.029345671,3.870834784,4.454111258,3.711864886,3.846771451,3.330565788
2417,4.371428571,3.081830321,3.906023424,4.54601227,3.762885134,3.860971404,3.383096031
2416,4.033333333,3.114458611,3.972603123,4.625947195,3.813484665,3.897793601,3.49434775
2415,4.321126761,3.002896629,3.878362245,4.501552075,3.683673324,3.799895764,3.437953417
2414,4.11971831,3.013815475,3.829315068,4.479452055,3.640810543,3.772285048,3.40778789
2413,4.238028169,3.05155287,3.852350502,4.504082636,3.69230116,3.817192897,3.414239151
2412,4.402877698,3.05924179,3.923206751,4.542616034,3.748726655,3.880963875,3.446628666
2411,4.255319149,3.012843334,3.95111673,4.531816266,3.792200439,3.890082719,3.414172689
2410,4.255319149,3.004318379,3.973109244,4.491596639,3.832425165,3.875743207,3.404933183
2409,4.190140845,2.982607434,3.987587904,4.495555556,3.816154609,3.805611898,3.387241406
2408,4.329577465,2.91005118,3.892513369,4.396115958,3.789015044,3.682613365,3.309539458
2407,4.336363636,2.983744997,3.903843446,4.391412079,3.856201578,3.728055495,3.352190148
2406,4.570422535,3.006156643,3.910909347,4.442440878,3.858481858,3.767610457,3.371495172
2405,4.190140845,3.116923243,3.93042103,4.436465875,3.827139919,3.838271158,3.441748923
2404,4.255319149,3.15521899,3.91421741,4.456757137,3.814704632,3.858835762,3.44829002
2403,4.268085106,3.150149827,3.834896309,4.40229174,3.727725371,3.761574688,3.393000697
2402,4.314893617,3.097348992,3.828760844,4.375019395,3.683965015,3.733037632,3.355352006
2401,4.178571429,3.028361654,3.889517612,4.398465129,3.657290185,3.756932704,3.395933951
2400,4.107142857,2.950577032,3.841747504,4.346597748,3.608403779,3.69983361,3.341338865
2399,4.178571429,2.96985546,3.924269854,4.444692737,3.699558656,3.80199989,3.386886927
2398,4.239716312,3.083167767,4.069252508,4.618312844,3.864186642,3.960399951,3.493230646
2397,4.314893617,2.964001019,3.883267689,4.413215642,3.700078208,3.805124191,3.34279525
2396,4.142857143,2.962003372,3.822496321,4.330590791,3.692447861,3.78574303,3.314706037
2395,4.35177305,3.056347037,3.901926175,4.387084121,3.748818337,3.826233612,3.414351142
2394,4.273943662,3.112924342,3.926649853,4.426026342,3.788332263,3.818619468,3.486125041
2393,4.36618705,3.220493083,3.955248192,4.385529734,3.804593918,3.791466155,3.517938916
2392,4.238028169,3.203863332,3.967649335,4.345402097,3.745857225,3.743922513,3.475622002
2391,4.071830986,3.182675525,4.006511628,4.340803383,3.725201034,3.804269851,3.486066879
2390,4.329496403,3.163262196,3.988182266,4.333896753,3.741256732,3.807304053,3.471269722
2389,4.142857143,3.129331106,3.89688138,4.263541007,3.69447482,3.744683666,3.434156343
2388,4.298571429,3.199012749,3.928620763,4.356078652,3.772638999,3.845085668,3.437653308
2387,4.165,3.233661367,3.971701573,4.403025175,3.858186398,3.927963668,3.508056782
2386,4.505,3.230666216,3.963588912,4.433646046,3.867350599,3.934865106,3.480543492
2385,4.208633094,3.137628671,3.92425956,4.379953347,3.817337261,3.863668462,3.383417239
2384,4.084507042,3.122535289,3.880610946,4.367840475,3.788078138,3.818937128,3.297968033
2383,4.247887324,3.076471787,3.894555226,4.366199972,3.7425,3.796356255,3.251051756
2382,4.278014184,3.071376993,3.89376947,4.369300481,3.728034557,3.771952604,3.211474333
2381,4.404225352,3.096675385,3.963097595,4.464639321,3.794739876,3.846108455,3.29620802
2380,4.244604317,3.088557054,3.931671244,4.441101486,3.800331651,3.856678851,3.342732926
2379,4.262142857,3.106578319,3.878585005,4.385131996,3.774981991,3.839096935,3.363495071
2378,4.308571429,3.095978594,3.84953225,4.329295913,3.73907781,3.808558881,3.388974677
2377,4.292805755,3.116698753,3.878038995,4.353220244,3.817761785,3.869581847,3.472435108
2376,4.214285714,3.097689166,3.923346029,4.41605304,3.84937473,3.90270355,3.52801202
2375,4.14084507,3.119116333,3.994622895,4.467525117,3.910238834,3.976511189,3.590781292
2374,4.329496403,3.076608468,3.930538582,4.408441097,3.836815056,3.907417853,3.502111663
2373,4.197080292,3.040537133,3.857117387,4.281129653,3.745738121,3.827650534,3.436504646
2372,4.089208633,3.078392151,3.919657388,4.336131335,3.7555105,3.879408849,3.440363126
2371,4.39270073,3.149670639,4.022133314,4.407401586,3.812649251,3.919226984,3.445885844
2370,4.298571429,3.17699112,4.023758007,4.397494662,3.798524946,3.892265935,3.412483285
2369,4.36618705,3.15987813,4.058698737,4.377855825,3.806867973,3.897942028,3.399819689
2368,4.36618705,3.185339604,4.02062345,4.351951824,3.806867973,3.839756847,3.414323796
2367,4.208633094,3.110180413,3.940049575,4.290552408,3.752734741,3.786619298,3.383633911
2366,4.142857143,3.065567288,3.90795559,4.277915282,3.769204102,3.746071814,3.365001585
2365,4.314893617,3.073566821,3.970501914,4.354529987,3.830135799,3.793038967,3.400457935
2364,4.208633094,3.068113253,3.998303039,4.384592445,3.838162467,3.828855891,3.423613525
2363,4.376978417,3.098061241,4.017249467,4.40641791,3.864679032,3.862048217,3.427863317
2362,4.329496403,3.131603546,4.078670084,4.490317528,3.892880423,3.912434666,3.454341198
2361,4.214285714,3.135105348,4.072797318,4.502974959,3.895619961,3.934046489,3.433419876
2360,4.25,3.084413649,3.934361422,4.36195598,3.795904984,3.855677407,3.362200086
2359,4.206569343,3.078556967,3.840874822,4.233079659,3.718893505,3.778507657,3.329807165
2358,4.189285714,3.164475737,3.922088068,4.267578125,3.757218707,3.813624056,3.409220484
2357,4.345714286,3.261841993,4.023875506,4.341462375,3.840309009,3.863929605,3.487751407
2356,4.292805755,3.259126928,4.068591879,4.342208206,3.833505042,3.869617426,3.493046877
2355,4.302158273,3.134561628,4.039747768,4.278482358,3.762109601,3.803458823,3.384961105
2354,4.21942446,3.138567012,4.038578824,4.275902418,3.774606157,3.777225027,3.370001549
2353,4.184671533,3.194815486,4.107915099,4.372030951,3.839748773,3.85336567,3.396502827
2352,4.292805755,3.176909529,4.070578195,4.425880094,3.852026049,3.857151576,3.376065542
2351,4.36618705,3.202344957,4.126215946,4.53102981,3.927552204,3.897853759,3.409390583
2350,4.323913043,3.145955625,4.043474534,4.451332238,3.831937173,3.83447039,3.333903456
2349,4.182733813,3.080938262,3.943426978,4.306069054,3.717499636,3.76116244,3.261103673
2348,4.327007299,3.104238659,3.934267935,4.28080967,3.718387026,3.761727319,3.283536506
2347,4.281021898,3.097165846,4.009038089,4.319202353,3.771306194,3.78907062,3.332683673
2346,4.402919708,3.151645898,4.057384208,4.349688596,3.80909491,3.869964775,3.395002247
2345,4.355474453,3.197260065,4.107170944,4.387395439,3.866191596,3.905005148,3.435549383
2344,4.154347826,3.224302458,4.121106748,4.385098179,3.857359847,3.904112442,3.417430207
2343,4.197080292,3.197111976,4.062062312,4.320101472,3.82405982,3.849096321,3.360466988
2342,4.25,3.202426954,4.045490252,4.316503606,3.829684411,3.858838315,3.38629855
2341,4.355474453,3.213124144,4.124892949,4.392927491,3.889734591,3.929243538,3.425918745
2340,4.493478261,3.197095163,4.107126519,4.350493209,3.88261092,3.947987683,3.421911454
2339,4.292805755,3.210026703,4.096170334,4.316026007,3.883160129,3.957015384,3.419979598
2338,4.286956522,3.226581656,4.049173997,4.275649002,3.840597977,3.950229549,3.435860781
2337,4.286956522,3.21867956,4.02951734,4.27420808,3.828068115,3.964554388,3.461940118
2336,4.100719424,3.200200135,3.981353749,4.214639382,3.74149989,3.891586099,3.408976628
2335,4.364963504,3.243751258,4.044163925,4.281862395,3.753039402,3.914175583,3.427684524
2334,4.148905109,3.27151879,4.080222921,4.327207774,3.785934066,3.933374959,3.439126617
2333,4.264705882,3.218452837,4.107399456,4.330699871,3.809399516,3.886463864,3.441974852
2332,4.202898551,3.177135612,4.118593828,4.342006157,3.821787997,3.845621723,3.421273295
2331,4.206569343,3.068334791,3.997763761,4.231830562,3.761402089,3.710147948,3.328665958
2330,4.227338129,3.048291432,3.986756155,4.252810279,3.769163352,3.730989952,3.326219842
2329,4.275,3.091577316,4.001709524,4.27602356,3.806450661,3.785046537,3.340126836
2328,4.24379562,3.113431323,3.958526603,4.281855389,3.805604306,3.803496447,3.381015337
2327,4.402919708,3.199350986,4.028772434,4.366862886,3.86467163,3.908878959,3.451247441
2326,4.318248175,3.24636466,3.993142529,4.340951151,3.877767962,3.921485201,3.460332173
2325,4.191176471,3.180356358,3.934383277,4.220015749,3.795252444,3.848078488,3.391664789
2324,4.275,3.209576162,3.950228768,4.203688876,3.778467878,3.817033264,3.374950695
2323,4.130434783,3.181616246,3.948037812,4.186422229,3.761856964,3.801206491,3.375713337
2322,4.206569343,3.159012843,3.925467843,4.160428766,3.754699276,3.76808557,3.323315586
2321,4.306666667,3.169913121,3.962650169,4.239018776,3.758112007,3.789693233,3.337140377
2320,4.160583942,3.182429753,3.960285529,4.266882976,3.751098292,3.806715721,3.333492685
2319,4.268888889,3.174619472,3.916898666,4.247789398,3.715434654,3.76868022,3.29934949
2318,4.124087591,3.183078299,3.900230631,4.253686486,3.718193921,3.753956657,3.300401353
2317,4.275,3.211215708,3.907353893,4.259736899,3.778049322,3.795553385,3.335905645
2316,4.185185185,3.179610595,3.88493318,4.204821095,3.772522022,3.789175433,3.317116579
2315,4.197080292,3.206783073,3.962164099,4.243998567,3.839863714,3.860832607,3.374353439
2314,4.306666667,3.124331899,3.922545585,4.202145156,3.817175459,3.847386226,3.343754125
2313,4.148148148,3.066653483,3.877200774,4.165203066,3.734994808,3.787501613,3.284873769
2312,4.371532847,3.134402315,3.913034127,4.240335532,3.750463547,3.826603688,3.338532668
2311,4.191176471,3.169809892,3.955118732,4.298615396,3.756635791,3.893153735,3.392184555
2310,4.113138686,3.25254131,3.965118783,4.356348238,3.781067062,3.917610417,3.426607491
2309,4.160583942,3.2608834,3.899308855,4.316241901,3.752123323,3.853088415,3.399391159
2308,4.2375,3.245353272,3.865875072,4.262708693,3.791833705,3.792350568,3.346016175
2307,4.169343066,3.209212551,3.827521084,4.203733872,3.78824753,3.734533687,3.295384566
2306,4.035294118,3.181835206,3.844365841,4.196058615,3.840428062,3.726969024,3.29610411
2305,4.185185185,3.181663301,3.901841288,4.221691097,3.898550401,3.765861737,3.29557745
2304,4.281021898,3.207389561,3.970564837,4.291603385,3.970411122,3.840065362,3.367136677
2303,4.259259259,3.151783165,3.972712158,4.279456412,3.951146004,3.834134782,3.382648285
2302,4.124087591,3.12041529,3.918423146,4.206951175,3.839414649,3.75907723,3.330424371
2301,4.2375,3.112314099,3.927628344,4.198076645,3.797987972,3.765657855,3.357912844
2300,4.244117647,3.044912735,3.837373591,4.117198786,3.732692308,3.728772869,3.333865457
2299,4.268888889,3.110801743,3.904600939,4.167410618,3.811178001,3.78674201,3.402727305
2298,4.268888889,3.120427515,3.892440012,4.166037872,3.831193207,3.792643578,3.401928085
2297,4.227941176,3.173103311,3.960039057,4.234521915,3.916081566,3.87605415,3.464759258
2296,4.206569343,3.106997037,3.876062867,4.165785471,3.864898082,3.83559296,3.407746459
2295,4.117647059,3.09172101,3.824350602,4.170541286,3.832088375,3.815460979,3.374565198
2294,4.141791045,3.062591464,3.804493974,4.158269203,3.796950531,3.776899859,3.326099857
2293,4.117647059,3.098753263,3.841392818,4.221632209,3.811923915,3.796172075,3.340260762
2292,4.231111111,3.105261893,3.850126729,4.248359765,3.804503152,3.777740105,3.334168551
2291,4.222222222,3.19209203,3.941147565,4.326694609,3.868376068,3.827002001,3.354103752
2290,4.101481481,3.184088573,3.889883016,4.292172155,3.831828054,3.793273378,3.321777709
2289,4.186567164,3.085877284,3.777256656,4.152680569,3.744032922,3.705989978,3.252762918
2288,4.1625,3.128471485,3.805279122,4.170816783,3.745887187,3.724296051,3.300113979
2287,4.231111111,3.165551044,3.838193137,4.193311134,3.76201059,3.768104273,3.34700362
2286,4.125,3.096607031,3.75673913,4.121014493,3.702799552,3.708399038,3.328352163
2285,4.222222222,3.193556627,3.890463057,4.263623167,3.831238323,3.854255443,3.476542206
2284,4.185185185,3.138631142,3.836744186,4.243248547,3.814606573,3.84073995,3.442630786
2283,4.231111111,3.109977505,3.812956762,4.203464842,3.789038015,3.789372317,3.394017299
2282,4.237037037,3.041799663,3.756390649,4.123297648,3.746724891,3.719861736,3.304777266
2281,4.262686567,3.116654989,3.846324387,4.222870478,3.846644017,3.785140103,3.346370566
2280,4.179104478,3.136621888,3.85877551,4.209795918,3.850898656,3.802991691,3.333214887
2279,4.268888889,3.164221619,3.905552722,4.226692414,3.882537887,3.853643615,3.376125644
2278,4.262686567,3.140982316,3.867978142,4.175621129,3.836263653,3.853931509,3.368365171
2277,4.104477612,3.096054216,3.810190247,4.098039216,3.756461457,3.791068012,3.315951387
2276,4.02238806,3.109083055,3.79915495,4.092445545,3.751603411,3.784294183,3.321323978
2275,4.141791045,3.122330281,3.820874563,4.10596624,3.803631285,3.82160266,3.340399289
2274,4.179104478,3.136231266,3.832071496,4.128285984,3.822262553,3.859619708,3.34022561
2273,4.21641791,3.167287529,3.849938186,4.168780452,3.842700537,3.917171529,3.38429726
2272,4.210526316,3.150222046,3.807137147,4.162860673,3.80681302,3.886478599,3.363894028
2271,4.111111111,3.131494963,3.775339975,4.135357429,3.77650534,3.856502291,3.339386316
2270,4.256390977,3.131149836,3.778946985,4.148354209,3.778366112,3.85309376,3.350964918
2269,4.179104478,3.156824071,3.821397794,4.19192288,3.81182877,3.862758574,3.392970135
2268,4.141791045,3.126629969,3.806270555,4.130760798,3.761157025,3.82882836,3.371880445
2267,4.095522388,3.170098241,3.854864667,4.162926116,3.813580434,3.845991946,3.419377078
2266,4.224626866,3.139890566,3.817803418,4.100693734,3.773932533,3.806347997,3.379844256
2265,4.210526316,3.163812329,3.834307793,4.102121455,3.831668438,3.847596131,3.408839638
2264,4.300746269,3.173522835,3.838170049,4.120074187,3.886918935,3.907449448,3.424870789
2263,4.095522388,3.130020343,3.795424504,4.089069649,3.867192238,3.886091448,3.387150251
2262,4.141791045,3.117915624,3.766129032,4.069354839,3.839066059,3.855327698,3.357642754
2261,4.378947368,3.176831102,3.824588971,4.139095009,3.876923077,3.8782412,3.392619076
2260,4.141791045,3.147823037,3.850689731,4.126954237,3.826570085,3.8380179,3.343586082
2259,4.218045113,3.10461657,3.855279549,4.109181505,3.774935479,3.7984315,3.337118779
2258,4.135338346,3.104208398,3.879550793,4.111274222,3.760233918,3.798667788,3.345550138
2257,4.135338346,3.102200024,3.893290218,4.102667745,3.756912792,3.820362449,3.355486033
2256,4.204545455,3.136271638,3.925569937,4.12392999,3.783209239,3.871527574,3.39167958
2255,4.179104478,3.18482271,3.932484733,4.158281216,3.820795619,3.897827411,3.422219518
2254,4.288636364,3.158299712,3.896799823,4.127080115,3.792795258,3.870825785,3.386909006
2253,4.256390977,3.189439062,3.896669607,4.137406264,3.799079498,3.856652595,3.402846703
2252,4.333082707,3.255720773,3.978370436,4.21498053,3.867508366,3.919726895,3.443386417
2251,4.294736842,3.239440417,3.941472014,4.189922139,3.828193229,3.877993664,3.421484835
2250,4.089473684,3.193155439,3.912462319,4.162193956,3.778723404,3.847665203,3.399623108
2249,4.242424242,3.200824935,3.964623648,4.207725701,3.823559812,3.877493693,3.440786387
2248,4.204545455,3.140701756,3.92153733,4.159132034,3.814409749,3.860187724,3.394737428
2247,4.327272727,3.196062803,3.947952658,4.20401382,3.865252232,3.915613706,3.426764324
2246,4.135338346,3.152079438,3.905105193,4.104163602,3.797938931,3.86579749,3.382837088
2245,4.236641221,3.192249858,3.951096717,4.150448992,3.827908222,3.908210319,3.437704852
2244,4.288636364,3.204832876,3.986902042,4.147261738,3.838555598,3.889723284,3.421917509
2243,4.204545455,3.213497395,4.012265055,4.133352989,3.851729668,3.86145494,3.428016184
2242,4.204545455,3.210704213,4.017610619,4.109292035,3.859246235,3.861809386,3.421902225
2241,4.204545455,3.209709626,4.000486833,4.115113963,3.864268218,3.846446955,3.41503818
2240,4.166666667,3.163597745,3.95077854,4.09608147,3.838423268,3.81069984,3.372983078
2239,4.172932331,3.1895288,3.968792913,4.153178295,3.859353207,3.851232458,3.399174286
2238,4.236641221,3.182767223,3.960008867,4.164242962,3.863498274,3.870617271,3.388283174
2237,4.236641221,3.189526172,3.945901639,4.16557377,3.874214609,3.862693067,3.374807141
2236,4.236641221,3.19869752,3.938366172,4.140690724,3.858051629,3.866523022,3.370229501
2235,4.166666667,3.182101094,3.925617398,4.092664947,3.828846154,3.823931796,3.352606749
2234,4.288636364,3.196763952,3.967437068,4.106330046,3.868699062,3.861069758,3.395845985
2233,4.128787879,3.160446017,3.898130153,4.04737927,3.793233487,3.786252522,3.346965808
2232,4.151908397,3.240718883,3.973620309,4.10593819,3.844635589,3.855044151,3.407118204
2231,4.204545455,3.227056462,3.963643725,4.114803092,3.831026271,3.853752449,3.416031712
2230,4.120454545,3.205762379,3.98738659,4.132308033,3.803550069,3.842228269,3.404013117
2229,3.99389313,3.154032099,3.934233835,4.034802185,3.715225391,3.77075544,3.360878441
2228,4.236641221,3.229090269,4.013846609,4.102423526,3.783548387,3.881214407,3.441392432
2227,4.160305344,3.187582393,3.94080638,4.020491803,3.740163177,3.812422041,3.375786771
2226,4.120454545,3.273245226,4.013883151,4.073657421,3.829093014,3.898123422,3.446451691
2225,4.27480916,3.336047271,4.046670108,4.106143521,3.883417085,3.957343914,3.489299711
2224,4.183846154,3.326484129,4.008696934,4.063509729,3.849671282,3.938716569,3.48196773
2223,4.198473282,3.292600516,3.987012987,4.045454545,3.823056715,3.889651673,3.42985696
2222,4.128787879,3.251941143,3.948259809,4.031219981,3.770974462,3.852509082,3.394514215
2221,4.120454545,3.293015651,4.029648799,4.123208872,3.858485761,3.874430466,3.434361722
2220,4.282442748,3.240027141,4.040168664,4.094688563,3.832175926,3.832398534,3.415799955
2219,4.151908397,3.273939447,4.105085499,4.141239174,3.862022974,3.875487456,3.454587711
2218,4.122137405,3.202673327,4.008684698,4.043097443,3.774741073,3.782595225,3.352167491
2217,4.236641221,3.282131882,4.115017445,4.166104966,3.889038551,3.900313921,3.442577194
2216,4.114503817,3.234113121,4.066087473,4.109378481,3.839903958,3.863016225,3.400024055
2215,4.282442748,3.234898874,4.050612245,4.064489796,3.811433447,3.855863468,3.395771447
2214,4.077099237,3.202680743,4.004544105,4.036107811,3.762591269,3.817616821,3.375445011
2213,4.204545455,3.261618188,4.061216617,4.113916914,3.835769261,3.859745794,3.413682686
2212,4.315384615,3.230729617,4.013656944,4.083054999,3.811940531,3.833409436,3.378447783
2211,4.146153846,3.233637987,4.020346031,4.096309497,3.833865069,3.858445149,3.411151768
2210,4.122137405,3.183055415,3.944319953,4.010833271,3.786434078,3.81686394,3.378538166
2209,4.192307692,3.203957021,4.003866993,4.033800935,3.825321487,3.862928494,3.412016296
2208,4.198473282,3.215515697,4.047169811,4.066780568,3.841732222,3.918264111,3.454382247
2207,4.230769231,3.195967921,4.036412276,4.065021922,3.82653379,3.866117728,3.438220986
2206,4.146153846,3.196829231,4.059738134,4.082651391,3.79307393,3.845588574,3.439847412
2205,4.315384615,3.211912181,4.061538462,4.077071721,3.764733323,3.814205751,3.406818014
2204,4.236641221,3.25930221,4.105728314,4.132978723,3.823688098,3.819356567,3.408817831
2203,4.224806202,3.23007596,4.029692044,4.087398404,3.779243521,3.740711949,3.334981836
2202,4.230769231,3.249616363,4.058819133,4.1377429,3.844187131,3.79055589,3.371491687
2201,4.21627907,3.289863994,4.069557416,4.166649222,3.910746756,3.844653989,3.413307487
2200,4.114503817,3.236031436,4.01935725,4.11554559,3.900879172,3.827059516,3.425075251
2199,4.263565891,3.224723504,4.008057296,4.110638615,3.90151161,3.853339772,3.437881334
2198,4.140310078,3.208515494,3.975466348,4.069810476,3.844659286,3.835886264,3.39011911
2197,4.224806202,3.208157908,3.996938013,4.078342046,3.83571985,3.854626486,3.387654742
2196,4.230769231,3.247275553,4.030948643,4.12880317,3.850858034,3.910884364,3.412227481
2195,4.269230769,3.27991823,4.074042203,4.156270578,3.875337653,3.94592,3.441092323
2194,4.230769231,3.264054366,4.056404494,4.111610487,3.832097416,3.907504014,3.397260585
2193,4.348837209,3.261316081,4.071905226,4.104896154,3.838828125,3.8857375,3.384723686
2192,4.230769231,3.267595376,4.083214527,4.110452465,3.841392801,3.870445797,3.399721443
2191,4.315384615,3.292098857,4.080738351,4.0964208,3.848795369,3.853459863,3.396142677
2190,4.388372093,3.317250376,4.115243811,4.136894224,3.887733563,3.894579007,3.438744826
